question_id,document_id,reasoning_type,question,return_column,value_column,expected_answer,expected_block_id,expected_table,expected_row,expected_column,expected_is_bold,expected_entity_physical_cell_count,solver_answer,solver_block_id,solver_table,solver_row,solver_column,solver_is_bold,solver_entity_physical_cell_count,solver_value_text,solver_parsed_value,solver_logical_row_index,num_logical_rows,is_correct
B-train-00008-q05,B-train-00008,argmax,"Trong bảng 1 ở trang 1, Gói thầu nào có Giá dự toán lớn nhất?",Gói thầu,Giá dự toán,GT75,p01_b00025,1,5,0,False,1,GT75,p01_b00025,1,5,0,False,1,2.490,2490.0,4,5,True
B-train-00008-q07,B-train-00008,argmin,"Trong bảng 1 ở trang 1, Gói thầu nào có Giá trúng nhỏ nhất?",Gói thầu,Giá trúng,GT13,p01_b00010,1,2,0,True,1,GT13,p01_b00010,1,2,0,True,1,180,180.0,1,5,True
B-train-00008-q10,B-train-00008,argmin,"Trong bảng 1 ở trang 1, Gói thầu nào có Giá dự toán nhỏ nhất?",Gói thầu,Giá dự toán,GT13,p01_b00010,1,2,0,True,1,GT13,p01_b00010,1,2,0,True,1,280,280.0,1,5,True
B-train-00009-q08,B-train-00009,argmax,"Trong bảng 1 ở trang 1, Dự án nào có Tiến độ lớn nhất?",Dự án,Tiến độ,Cầu Đông Thành,p01_b00005,1,1,0,True,2,Cầu Đông Thành,p01_b00005,1,1,0,True,2,"94,3%",94.3,0,8,True
B-train-00009-q09,B-train-00009,argmin,"Trong bảng 1 ở trang 1, Dự án nào có Tiến độ nhỏ nhất?",Dự án,Tiến độ,Đường vành đai,p01_b00035,1,7,0,False,2,Đường vành đai,p01_b00035,1,7,0,False,2,"25,5%",25.5,6,8,True
B-train-00009-q10,B-train-00009,argmax,"Trong bảng 1 ở trang 1, Dự án nào có Giải ngân lớn nhất?",Dự án,Giải ngân,Đường vành đai,p01_b00010,1,2,0,False,2,Đường vành đai,p01_b00010,1,2,0,False,2,21.736,21736.0,1,8,True
B-train-00010-q04,B-train-00010,argmax,"Trong bảng 1 ở trang 1, Mã hàng nào có Xuất lớn nhất?",Mã hàng,Xuất,VT620,p01_b00035,1,5,0,False,1,VT620,p01_b00035,1,5,0,False,1,111,111.0,4,5,True
B-train-00010-q06,B-train-00010,argmin,"Trong bảng 1 ở trang 1, Mã hàng nào có Tồn đầu nhỏ nhất?",Mã hàng,Tồn đầu,VT620,p01_b00035,1,5,0,False,1,VT620,p01_b00035,1,5,0,False,1,26,26.0,4,5,True
B-train-00010-q08,B-train-00010,argmax,"Trong bảng 1 ở trang 1, Mã hàng nào có Tồn đầu lớn nhất?",Mã hàng,Tồn đầu,VT159,p01_b00028,1,4,0,False,1,VT159,p01_b00028,1,4,0,False,1,168,168.0,3,5,True
B-train-00011-q02,B-train-00011,argmax,"Trong bảng 1 ở trang 1, Điểm bán nào có Giá trị bán lớn nhất?",Điểm bán,Giá trị bán,Điểm bán phía Bắc,p01_b00020,1,4,0,False,1,Điểm bán phía Bắc,p01_b00020,1,4,0,False,1,954.384,954384.0,3,5,True
B-train-00011-q05,B-train-00011,argmax,"Trong bảng 1 ở trang 1, Điểm bán nào có Lượt khách lớn nhất?",Điểm bán,Lượt khách,Điểm bán phía Nam,p01_b00025,1,5,0,False,1,Điểm bán phía Nam,p01_b00025,1,5,0,False,1,4862,4862.0,4,5,True
B-train-00011-q06,B-train-00011,argmin,"Trong bảng 1 ở trang 1, Điểm bán nào có Lượt khách nhỏ nhất?",Điểm bán,Lượt khách,Cửa hàng 01,p01_b00005,1,1,0,True,1,Cửa hàng 01,p01_b00005,1,1,0,True,1,1319,1319.0,0,5,True
B-train-00011-q09,B-train-00011,argmin,"Trong bảng 1 ở trang 1, Điểm bán nào có Số đơn nhỏ nhất?",Điểm bán,Số đơn,Cửa hàng 01,p01_b00005,1,1,0,True,1,Cửa hàng 01,p01_b00005,1,1,0,True,1,845,845.0,0,5,True
B-train-00012-q02,B-train-00012,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Kế hoạch nhỏ nhất?",Khu vực,Kế hoạch,Tây Nguyên,p01_b00020,1,4,0,False,1,Tây Nguyên,p01_b00020,1,4,0,False,1,1.750,1750.0,3,5,True
B-train-00012-q04,B-train-00012,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Chênh lệch lớn nhất?",Khu vực,Chênh lệch,Miền Nam,p01_b00015,1,3,0,True,1,Miền Nam,p01_b00015,1,3,0,True,1,500,500.0,2,5,True
B-train-00012-q09,B-train-00012,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Thực hiện lớn nhất?",Khu vực,Thực hiện,Đồng bằng sông Cửu Long,p01_b00025,1,5,0,False,1,Đồng bằng sông Cửu Long,p01_b00025,1,5,0,False,1,4.490,4490.0,4,5,True
B-train-00012-q10,B-train-00012,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Tỷ lệ nhỏ nhất?",Khu vực,Tỷ lệ,Miền Trung,p01_b00010,1,2,0,False,1,Miền Trung,p01_b00010,1,2,0,False,1,"86,1%",86.1,1,5,True
B-train-00013-q02,B-train-00013,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Tỷ lệ rớt cuộc lớn nhất?",Khu vực,Tỷ lệ rớt cuộc,Cụm BTS-02,p01_b00010,1,2,0,False,2,Cụm BTS-02,p01_b00010,1,2,0,False,2,"3,3%",3.3,1,8,True
B-train-00013-q06,B-train-00013,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Phản ánh lớn nhất?",Khu vực,Phản ánh,Cụm BTS-02,p01_b00035,1,7,0,True,2,Cụm BTS-02,p01_b00035,1,7,0,True,2,91,91.0,6,8,True
B-train-00013-q08,B-train-00013,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Lưu lượng nhỏ nhất?",Khu vực,Lưu lượng,Khu vực ven biển,p01_b00015,1,3,0,False,2,Khu vực ven biển,p01_b00015,1,3,0,False,2,3.864,3864.0,2,8,True
B-train-00013-q10,B-train-00013,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Phản ánh nhỏ nhất?",Khu vực,Phản ánh,Cụm BTS-01,p01_b00030,1,6,0,False,2,Cụm BTS-01,p01_b00030,1,6,0,False,2,25,25.0,5,8,True
B-train-00014-q04,B-train-00014,argmin,"Trong bảng 1 ở trang 1, Điểm đến nào có Khách nội địa nhỏ nhất?",Điểm đến,Khách nội địa,Phố cổ Hội An,p01_b00010,1,2,0,False,1,Phố cổ Hội An,p01_b00010,1,2,0,False,1,6.101,6101.0,1,6,True
B-train-00014-q05,B-train-00014,argmin,"Trong bảng 1 ở trang 1, Điểm đến nào có Doanh thu nhỏ nhất?",Điểm đến,Doanh thu,Vịnh Hạ Long,p01_b00030,1,6,0,False,2,Vịnh Hạ Long,p01_b00030,1,6,0,False,2,42.774,42774.0,5,6,True
B-train-00014-q07,B-train-00014,argmax,"Trong bảng 1 ở trang 1, Điểm đến nào có Khách quốc tế lớn nhất?",Điểm đến,Khách quốc tế,Vịnh Hạ Long,p01_b00030,1,6,0,False,2,Vịnh Hạ Long,p01_b00030,1,6,0,False,2,5.235,5235.0,5,6,True
B-train-00015-q01,B-train-00015,argmin,"Trong bảng 1 ở trang 1, Chi nhánh nào có Dư nợ nhỏ nhất?",Chi nhánh,Dư nợ,Cần Thơ 02,p01_b00025,1,5,0,True,1,Hà Nội 01,p01_b00030,1,6,0,False,2,930,930.0,5,7,False
B-train-00015-q06,B-train-00015,argmin,"Trong bảng 1 ở trang 1, Chi nhánh nào có Tăng trưởng nhỏ nhất?",Chi nhánh,Tăng trưởng,Hà Nội 01,p01_b00030,1,6,0,False,2,Hà Nội 01,p01_b00030,1,6,0,False,2,"4,5%",4.5,5,7,True
B-train-00015-q07,B-train-00015,argmax,"Trong bảng 1 ở trang 1, Chi nhánh nào có Huy động lớn nhất?",Chi nhánh,Huy động,Hà Nội 01,p01_b00005,1,1,0,False,2,Hà Nội 01,p01_b00005,1,1,0,False,2,9.890,9890.0,0,7,True
B-train-00015-q09,B-train-00015,argmax,"Trong bảng 1 ở trang 1, Chi nhánh nào có Tăng trưởng lớn nhất?",Chi nhánh,Tăng trưởng,Hà Nội 01,p01_b00005,1,1,0,False,2,Hà Nội 01,p01_b00005,1,1,0,False,2,"18,0%",18.0,0,7,True
B-train-00016-q01,B-train-00016,argmax,"Trong bảng 1 ở trang 1, Tuyến nào có Doanh thu lớn nhất?",Tuyến,Doanh thu,Nha Trang – Đà Lạt,p01_b00024,1,4,0,True,1,Nha Trang – Đà Lạt,p01_b00024,1,4,0,True,1,255.248,255248.0,3,5,True
B-train-00016-q04,B-train-00016,argmin,"Trong bảng 1 ở trang 1, Tuyến nào có Doanh thu nhỏ nhất?",Tuyến,Doanh thu,Hà Nội – Hải Phòng,p01_b00030,1,5,0,False,2,Hà Nội – Hải Phòng,p01_b00030,1,5,0,False,2,30.150,30150.0,4,5,True
B-train-00016-q07,B-train-00016,argmax,"Trong bảng 1 ở trang 1, Tuyến nào có Hành khách lớn nhất?",Tuyến,Hành khách,Nha Trang – Đà Lạt,p01_b00024,1,4,0,True,1,Nha Trang – Đà Lạt,p01_b00024,1,4,0,True,1,1.204,1204.0,3,5,True
B-train-00016-q10,B-train-00016,argmin,"Trong bảng 1 ở trang 1, Tuyến nào có Đúng giờ nhỏ nhất?",Tuyến,Đúng giờ,Hà Nội – Hải Phòng,p01_b00030,1,5,0,False,2,Hà Nội – Hải Phòng,p01_b00030,1,5,0,False,2,"86,4%",86.4,4,5,True
B-train-00017-q02,B-train-00017,argmin,"Trong bảng 1 ở trang 1, Điểm đến nào có Doanh thu nhỏ nhất?",Điểm đến,Doanh thu,Vịnh Hạ Long,p01_b00030,1,6,0,False,2,Vịnh Hạ Long,p01_b00030,1,6,0,False,2,24.294,24294.0,5,7,True
B-train-00017-q04,B-train-00017,argmax,"Trong bảng 1 ở trang 1, Điểm đến nào có Khách quốc tế lớn nhất?",Điểm đến,Khách quốc tế,Phú Quốc,p01_b00025,1,5,0,False,1,Phú Quốc,p01_b00025,1,5,0,False,1,6.390,6390.0,4,7,True
B-train-00017-q09,B-train-00017,argmax,"Trong bảng 1 ở trang 1, Điểm đến nào có Công suất phòng lớn nhất?",Điểm đến,Công suất phòng,Vịnh Hạ Long,p01_b00030,1,6,0,False,2,Vịnh Hạ Long,p01_b00030,1,6,0,False,2,"87,2%",87.2,5,7,True
B-train-00017-q10,B-train-00017,argmin,"Trong bảng 1 ở trang 1, Điểm đến nào có Khách quốc tế nhỏ nhất?",Điểm đến,Khách quốc tế,Đà Lạt,p01_b00015,1,3,0,False,1,Đà Lạt,p01_b00015,1,3,0,False,1,2.930,2930.0,2,7,True
B-train-00018-q05,B-train-00018,argmin,"Trong bảng 1 ở trang 1, Điểm quan trắc nào có COD nhỏ nhất?",Điểm quan trắc,COD,Hồ Xuân Hương,p01_b00015,1,3,0,False,2,Hồ Xuân Hương,p01_b00015,1,3,0,False,2,9,9.0,2,8,True
B-train-00018-q08,B-train-00018,argmax,"Trong bảng 1 ở trang 1, Điểm quan trắc nào có BOD5 lớn nhất?",Điểm quan trắc,BOD5,Sông Hồng,p01_b00030,1,6,0,True,2,Sông Hồng,p01_b00030,1,6,0,True,2,29,29.0,5,8,True
B-train-00019-q05,B-train-00019,argmin,"Trong bảng 1 ở trang 1, Khoa nào có Lượt khám nhỏ nhất?",Khoa,Lượt khám,Nhi,p01_b00015,1,3,0,True,1,Nội tổng hợp,p01_b00005,1,1,0,False,2,117,117.0,0,7,False
B-train-00019-q06,B-train-00019,argmin,"Trong bảng 1 ở trang 1, Khoa nào có Nhập viện nhỏ nhất?",Khoa,Nhập viện,Nhi,p01_b00015,1,3,0,True,1,Nhi,p01_b00015,1,3,0,True,1,14,14.0,2,7,True
B-train-00019-q08,B-train-00019,argmax,"Trong bảng 1 ở trang 1, Khoa nào có Lượt khám lớn nhất?",Khoa,Lượt khám,Ngoại,p01_b00010,1,2,0,False,1,Nội tổng hợp,p01_b00035,1,7,0,False,2,464,464.0,6,7,False
B-train-00020-q01,B-train-00020,argmax,"Trong bảng 1 ở trang 1, Điểm đến nào có Doanh thu lớn nhất?",Điểm đến,Doanh thu,Đà Lạt,p01_b00015,1,3,0,False,2,Đà Lạt,p01_b00015,1,3,0,False,2,132.096,132096.0,2,8,True
B-train-00020-q03,B-train-00020,argmin,"Trong bảng 1 ở trang 1, Điểm đến nào có Khách quốc tế nhỏ nhất?",Điểm đến,Khách quốc tế,Phố cổ Hội An,p01_b00010,1,2,0,True,2,Phố cổ Hội An,p01_b00010,1,2,0,True,2,218,218.0,1,8,True
B-train-00020-q06,B-train-00020,argmax,"Trong bảng 1 ở trang 1, Điểm đến nào có Công suất phòng lớn nhất?",Điểm đến,Công suất phòng,Nha Trang,p01_b00020,1,4,0,False,1,Nha Trang,p01_b00020,1,4,0,False,1,"81,5%",81.5,3,8,True
B-train-00020-q09,B-train-00020,argmin,"Trong bảng 1 ở trang 1, Điểm đến nào có Công suất phòng nhỏ nhất?",Điểm đến,Công suất phòng,Phố cổ Hội An,p01_b00035,1,7,0,False,2,Phố cổ Hội An,p01_b00035,1,7,0,False,2,"51,4%",51.4,6,8,True
B-train-00021-q03,B-train-00021,argmin,"Trong bảng 1 ở trang 1, Gói thầu nào có Giá dự toán nhỏ nhất?",Gói thầu,Giá dự toán,GT48,p01_b00025,1,5,0,False,1,GT48,p01_b00025,1,5,0,False,1,620,620.0,4,5,True
B-train-00021-q04,B-train-00021,argmax,"Trong bảng 1 ở trang 1, Gói thầu nào có Giá trúng lớn nhất?",Gói thầu,Giá trúng,GT37,p01_b00015,1,3,0,True,1,GT37,p01_b00015,1,3,0,True,1,1.210,1210.0,2,5,True
B-train-00021-q09,B-train-00021,argmin,"Trong bảng 1 ở trang 1, Gói thầu nào có Giá trúng nhỏ nhất?",Gói thầu,Giá trúng,GT48,p01_b00025,1,5,0,False,1,GT48,p01_b00025,1,5,0,False,1,490,490.0,4,5,True
B-train-00022-q05,B-train-00022,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Kế hoạch nhỏ nhất?",Khu vực,Kế hoạch,Miền Trung,p01_b00010,1,2,0,True,1,Miền Trung,p01_b00010,1,2,0,True,1,1.100,1100.0,1,6,True
B-train-00022-q06,B-train-00022,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Thực hiện nhỏ nhất?",Khu vực,Thực hiện,Tây Nguyên,p01_b00020,1,4,0,False,1,Tây Nguyên,p01_b00020,1,4,0,False,1,840,840.0,3,6,True
B-train-00022-q09,B-train-00022,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Thực hiện lớn nhất?",Khu vực,Thực hiện,Miền Nam,p01_b00015,1,3,0,False,1,Miền Nam,p01_b00015,1,3,0,False,1,3.080,3080.0,2,6,True
B-train-00022-q10,B-train-00022,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Tỷ lệ lớn nhất?",Khu vực,Tỷ lệ,Miền Trung,p01_b00010,1,2,0,True,1,Miền Trung,p01_b00010,1,2,0,True,1,"170,0%",170.0,1,6,True
B-train-00023-q01,B-train-00023,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Thực hiện nhỏ nhất?",Khu vực,Thực hiện,Miền Trung,p01_b00010,1,2,0,False,2,Miền Trung,p01_b00010,1,2,0,False,2,470,470.0,1,8,True
B-train-00023-q05,B-train-00023,argmin,"Trong bảng 1 ở trang 1, Khu vực nào có Tỷ lệ nhỏ nhất?",Khu vực,Tỷ lệ,Miền Trung,p01_b00010,1,2,0,False,2,Miền Trung,p01_b00010,1,2,0,False,2,"55,3%",55.3,1,8,True
B-train-00023-q06,B-train-00023,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Thực hiện lớn nhất?",Khu vực,Thực hiện,Miền Bắc,p01_b00005,1,1,0,False,2,Miền Bắc,p01_b00005,1,1,0,False,2,4.060,4060.0,0,8,True
B-train-00023-q08,B-train-00023,argmax,"Trong bảng 1 ở trang 1, Khu vực nào có Chênh lệch lớn nhất?",Khu vực,Chênh lệch,Đồng bằng sông Cửu Long,p01_b00025,1,5,0,False,1,Đồng bằng sông Cửu Long,p01_b00025,1,5,0,False,1,640,640.0,4,8,True
B-train-00024-q04,B-train-00024,argmax,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Chi trả lớn nhất?",Nhóm chế độ,Chi trả,Thất nghiệp,p01_b00010,1,2,0,False,2,Thất nghiệp,p01_b00010,1,2,0,False,2,24.426,24426.0,1,7,True
B-train-00024-q05,B-train-00024,argmax,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Đã giải quyết lớn nhất?",Nhóm chế độ,Đã giải quyết,Ốm đau,p01_b00015,1,3,0,False,1,Ốm đau,p01_b00015,1,3,0,False,1,2261,2261.0,2,7,True
B-train-00024-q07,B-train-00024,argmin,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Trễ hạn nhỏ nhất?",Nhóm chế độ,Trễ hạn,Hưu trí,p01_b00005,1,1,0,False,2,Hưu trí,p01_b00005,1,1,0,False,2,0,0.0,0,7,True
B-train-00024-q10,B-train-00024,argmin,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Hồ sơ nhận nhỏ nhất?",Nhóm chế độ,Hồ sơ nhận,Tai nạn lao động,p01_b00025,1,5,0,False,1,Thất nghiệp,p01_b00035,1,7,0,False,2,285,285.0,6,7,False
B-train-00025-q01,B-train-00025,argmin,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Trễ hạn nhỏ nhất?",Nhóm chế độ,Trễ hạn,Thai sản,p01_b00020,1,4,0,True,1,Thai sản,p01_b00020,1,4,0,True,1,6,6.0,3,5,True
B-train-00025-q03,B-train-00025,argmin,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Chi trả nhỏ nhất?",Nhóm chế độ,Chi trả,Ốm đau,p01_b00015,1,3,0,False,1,Ốm đau,p01_b00015,1,3,0,False,1,7.994,7994.0,2,5,True
B-train-00025-q08,B-train-00025,argmax,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Chi trả lớn nhất?",Nhóm chế độ,Chi trả,Thất nghiệp,p01_b00010,1,2,0,False,1,Thất nghiệp,p01_b00010,1,2,0,False,1,32.606,32606.0,1,5,True
B-train-00025-q10,B-train-00025,argmax,"Trong bảng 1 ở trang 1, Nhóm chế độ nào có Hồ sơ nhận lớn nhất?",Nhóm chế độ,Hồ sơ nhận,Hưu trí,p01_b00005,1,1,0,False,1,Hưu trí,p01_b00005,1,1,0,False,1,2134,2134.0,0,5,True
