question_id,quote_pairs,template,question
B-train-00009-q01,4,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Giải ngân của hai dòng có Dự án “Trường liên cấp” và Giá trị hợp đồng “28.110” và Dự án “Cầu Đông Thành” và Giá trị hợp đồng “16.640” là bao nhiêu?"
B-train-00009-q03,2,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Giá trị hợp đồng của hai dòng có Dự án “Khu tái định cư” và Dự án “Nhà máy nước” là bao nhiêu?"
B-train-00010-q01,2,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Tồn đầu của hai dòng có Mã hàng “VT159” và Mã hàng “VT212” là bao nhiêu?"
B-train-00011-q03,2,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Giá trị bán của hai dòng có Điểm bán “Cửa hàng 02” và Điểm bán “Điểm bán phía Nam” là bao nhiêu?"
B-train-00011-q10,2,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Lượt khách của hai dòng có Điểm bán “Cửa hàng 02” và Điểm bán “Điểm bán phía Bắc” là bao nhiêu?"
B-train-00012-q05,2,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Thực hiện của hai dòng có Khu vực “Tây Nguyên” và Khu vực “Miền Trung” là bao nhiêu?"
B-train-00012-q07,2,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Kế hoạch của hai dòng có Khu vực “Tây Nguyên” và Khu vực “Miền Nam” là bao nhiêu?"
B-train-00013-q04,4,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Lưu lượng của hai dòng có Khu vực “Khu vực ven biển” và Thuê bao “30.820” và Khu vực “Khu vực ven biển” và Thuê bao “35.889” là bao nhiêu?"
B-train-00013-q07,2,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Thuê bao của hai dòng có Khu vực “Khu vực miền núi” và Khu vực “Khu vực đô thị” là bao nhiêu?"
B-train-00014-q02,2,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Doanh thu của hai dòng có Điểm đến “Đà Lạt” và Điểm đến “Phố cổ Hội An” là bao nhiêu?"
B-train-00014-q06,4,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Khách quốc tế của hai dòng có Điểm đến “Vịnh Hạ Long” và Khách nội địa “18.363” và Điểm đến “Vịnh Hạ Long” và Khách nội địa “16.152” là bao nhiêu?"
B-train-00015-q02,4,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Huy động của hai dòng có Chi nhánh “Hải Phòng 02” và Dư nợ “3.640” và Chi nhánh “Hải Phòng 02” và Dư nợ “6.250” là bao nhiêu?"
B-train-00015-q03,2,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Dư nợ của hai dòng có Chi nhánh “Cần Thơ 02” và Chi nhánh “Đà Nẵng 01” là bao nhiêu?"
B-train-00016-q02,2,UNMATCHED,"Trong bảng 1 ở trang 1, tổng Hành khách của hai dòng có Tuyến “TP.HCM – Cần Thơ” và Tuyến “Nha Trang – Đà Lạt” là bao nhiêu?"
