question_id,quote_pairs,template,question
B-train-00020-q04,4,UNMATCHED,Chỉ dựa vào hình thức trình bày trên ảnh ở bảng 1 ở trang 1: xác định dòng có toàn bộ chữ in đậm trong hai dòng Điểm đến “Phố cổ Hội An” và Khách nội địa “18.422” và Điểm đến “Vịnh Hạ Long” và Khách nội địa “4.488”; giá trị Doanh thu của dòng đó là gì?
B-train-00022-q08,2,UNMATCHED,"OCR không ghi nhận định dạng chữ. Trong ảnh của bảng 1 ở trang 1, hãy chọn dòng in đậm giữa Khu vực “Miền Nam” và Khu vực “Miền Trung”, rồi đọc ô thuộc cột Chênh lệch."
B-train-00024-q08,3,UNMATCHED,"Quan sát trực tiếp kiểu chữ trong ảnh tại bảng 1 ở trang 1. Giữa dòng Nhóm chế độ “Thai sản” và dòng Nhóm chế độ “Hưu trí” và Hồ sơ nhận “2182”, dòng nào được in đậm? Trả lời bằng giá trị ở cột Hồ sơ nhận."
B-train-00026-q09,3,UNMATCHED,"Quan sát trực tiếp kiểu chữ trong ảnh tại bảng 1 ở trang 1. Giữa dòng Khoa “Nội tổng hợp” và Lượt khám “117” và dòng Khoa “Sản”, dòng nào được in đậm? Trả lời bằng giá trị ở cột Nhập viện."
B-train-00028-q10,4,UNMATCHED,"OCR không ghi nhận định dạng chữ. Trong ảnh của bảng 1 ở trang 1, hãy chọn dòng in đậm giữa Điểm bán “Cửa hàng 01” và Lượt khách “3305” và Điểm bán “Siêu thị trung tâm” và Lượt khách “5561”, rồi đọc ô thuộc cột Hoàn trả."
B-train-00030-q01,3,UNMATCHED,"OCR không ghi nhận định dạng chữ. Trong ảnh của bảng 1 ở trang 1, hãy chọn dòng in đậm giữa Khoa “Nội tổng hợp” và Lượt khám “403” và Khoa “Mắt”, rồi đọc ô thuộc cột Lượt khám."
B-train-00032-q06,4,UNMATCHED,Chỉ dựa vào hình thức trình bày trên ảnh ở bảng 1 ở trang 1: xác định dòng có toàn bộ chữ in đậm trong hai dòng Điểm đến “Phố cổ Hội An” và Khách nội địa “3.684” và Điểm đến “Vịnh Hạ Long” và Khách nội địa “20.396”; giá trị Khách quốc tế của dòng đó là gì?
B-train-00034-q04,2,UNMATCHED,Chỉ dựa vào hình thức trình bày trên ảnh ở bảng 1 ở trang 1: xác định dòng có toàn bộ chữ in đậm trong hai dòng Điểm quan trắc “KCN Long Thành” và Điểm quan trắc “Cửa biển Đà Nẵng”; giá trị COD của dòng đó là gì?
B-train-00036-q01,3,UNMATCHED,"Tại bảng 1 ở trang 1, hai dòng Khu vực “Tây Nguyên” và Khu vực “Miền Bắc” và Kế hoạch “4.240” có kiểu chữ khác nhau. Hãy tìm dòng in đậm trên ảnh và trả về nội dung cột Thực hiện."
B-train-00038-q04,2,UNMATCHED,"OCR không ghi nhận định dạng chữ. Trong ảnh của bảng 1 ở trang 1, hãy chọn dòng in đậm giữa Gói thầu “GT91” và Gói thầu “GT57”, rồi đọc ô thuộc cột Giá trúng."
B-train-00040-q07,2,UNMATCHED,Chỉ dựa vào hình thức trình bày trên ảnh ở bảng 1 ở trang 1: xác định dòng có toàn bộ chữ in đậm trong hai dòng Khoa “Nhi” và Khoa “Sản”; giá trị Chuyển tuyến của dòng đó là gì?
B-train-00042-q07,3,UNMATCHED,"Quan sát trực tiếp kiểu chữ trong ảnh tại bảng 1 ở trang 1. Giữa dòng Tuyến “Hà Nội – Hải Phòng” và Số chuyến “44” và dòng Tuyến “Nha Trang – Đà Lạt”, dòng nào được in đậm? Trả lời bằng giá trị ở cột Ghi chú."
B-train-00044-q10,2,UNMATCHED,"OCR không ghi nhận định dạng chữ. Trong ảnh của bảng 1 ở trang 1, hãy chọn dòng in đậm giữa Dự án “Cầu Đông Thành” và Dự án “Đường vành đai”, rồi đọc ô thuộc cột Tiến độ."
B-train-00046-q04,2,UNMATCHED,"Tại bảng 1 ở trang 1, hai dòng Chi nhánh “Hải Phòng 02” và Chi nhánh “Cần Thơ 02” có kiểu chữ khác nhau. Hãy tìm dòng in đậm trên ảnh và trả về nội dung cột Tăng trưởng."
B-train-00048-q02,3,UNMATCHED,"Quan sát trực tiếp kiểu chữ trong ảnh tại bảng 1 ở trang 1. Giữa dòng Chi nhánh “Hà Nội 01” và Dư nợ “6.060” và dòng Chi nhánh “Hải Phòng 02”, dòng nào được in đậm? Trả lời bằng giá trị ở cột Nợ quá hạn."
B-train-00050-q03,2,UNMATCHED,"Tại bảng 1 ở trang 1, hai dòng Khoa “Sản” và Khoa “Mắt” có kiểu chữ khác nhau. Hãy tìm dòng in đậm trên ảnh và trả về nội dung cột Nhập viện."
B-train-00052-q04,2,UNMATCHED,"Quan sát trực tiếp kiểu chữ trong ảnh tại bảng 1 ở trang 1. Giữa dòng Trạm “Trạm Nam Sông” và dòng Trạm “Trạm Tây Đô”, dòng nào được in đậm? Trả lời bằng giá trị ở cột Sản lượng."
B-train-00054-q06,2,UNMATCHED,"Quan sát trực tiếp kiểu chữ trong ảnh tại bảng 1 ở trang 1. Giữa dòng Gói thầu “GT41” và dòng Gói thầu “GT38”, dòng nào được in đậm? Trả lời bằng giá trị ở cột Trạng thái."
B-train-00056-q10,2,UNMATCHED,Chỉ dựa vào hình thức trình bày trên ảnh ở bảng 1 ở trang 1: xác định dòng có toàn bộ chữ in đậm trong hai dòng Nghiệp vụ “Sức khỏe” và Nghiệp vụ “Tai nạn con người”; giá trị Phí bảo hiểm của dòng đó là gì?
B-train-00058-q07,3,UNMATCHED,"OCR không ghi nhận định dạng chữ. Trong ảnh của bảng 1 ở trang 1, hãy chọn dòng in đậm giữa Trạm “Trạm 110kV Bắc” và Sản lượng “3.713” và Trạm “Trạm Cao Nguyên”, rồi đọc ô thuộc cột Sản lượng."
